year,fips,stateFips,countyFips,sex,ethnicity,pop
2020,01001,01,001,1,Hispanic or Latino,936
2020,01001,01,001,1,Not Hispanic or Latino,26290
2020,01001,01,001,2,Hispanic or Latino,805
2020,01001,01,001,2,Not Hispanic or Latino,28114
2020,01003,01,003,1,Hispanic or Latino,5508
2020,01003,01,003,1,Not Hispanic or Latino,105492
2020,01003,01,003,2,Hispanic or Latino,5117
2020,01003,01,003,2,Not Hispanic or Latino,113170
2020,01005,01,005,1,Hispanic or Latino,638
2020,01005,01,005,1,Not Hispanic or Latino,12349
2020,01005,01,005,2,Hispanic or Latino,511
2020,01005,01,005,2,Not Hispanic or Latino,11091
2020,01007,01,007,1,Hispanic or Latino,354
2020,01007,01,007,1,Not Hispanic or Latino,11419
2020,01007,01,007,2,Hispanic or Latino,295
2020,01007,01,007,2,Not Hispanic or Latino,10068
2020,01009,01,009,1,Hispanic or Latino,2942
2020,01009,01,009,1,Not Hispanic or Latino,25675
2020,01009,01,009,2,Hispanic or Latino,2582
2020,01009,01,009,2,Not Hispanic or Latino,26680
2020,01011,01,011,1,Hispanic or Latino,463
2020,01011,01,011,1,Not Hispanic or Latino,4998
2020,01011,01,011,2,Hispanic or Latino,422
2020,01011,01,011,2,Not Hispanic or Latino,4093
2020,01013,01,013,1,Hispanic or Latino,172
2020,01013,01,013,1,Not Hispanic or Latino,8912
2020,01013,01,013,2,Hispanic or Latino,151
2020,01013,01,013,2,Not Hispanic or Latino,10269
2020,01015,01,015,1,Hispanic or Latino,2425
2020,01015,01,015,1,Not Hispanic or Latino,52142
2020,01015,01,015,2,Hispanic or Latino,2243
2020,01015,01,015,2,Not Hispanic or Latino,56659
2020,01017,01,017,1,Hispanic or Latino,505
2020,01017,01,017,1,Not Hispanic or Latino,15160
2020,01017,01,017,2,Hispanic or Latino,410
2020,01017,01,017,2,Not Hispanic or Latino,16790
2020,01019,01,019,1,Hispanic or Latino,250
2020,01019,01,019,1,Not Hispanic or Latino,12782
2020,01019,01,019,2,Hispanic or Latino,232
2020,01019,01,019,2,Not Hispanic or Latino,13030
2020,01021,01,021,1,Hispanic or Latino,1934
2020,01021,01,021,1,Not Hispanic or Latino,19802
2020,01021,01,021,2,Hispanic or Latino,1590
2020,01021,01,021,2,Not Hispanic or Latino,21071
2020,01023,01,023,1,Hispanic or Latino,63
2020,01023,01,023,1,Not Hispanic or Latino,5813
2020,01023,01,023,2,Hispanic or Latino,84
2020,01023,01,023,2,Not Hispanic or Latino,6458
2020,01025,01,025,1,Hispanic or Latino,164
2020,01025,01,025,1,Not Hispanic or Latino,10850
2020,01025,01,025,2,Hispanic or Latino,151
2020,01025,01,025,2,Not Hispanic or Latino,12126
2020,01027,01,027,1,Hispanic or Latino,214
2020,01027,01,027,1,Not Hispanic or Latino,6173
2020,01027,01,027,2,Hispanic or Latino,197
2020,01027,01,027,2,Not Hispanic or Latino,6528
2020,01029,01,029,1,Hispanic or Latino,211
2020,01029,01,029,1,Not Hispanic or Latino,7143
2020,01029,01,029,2,Hispanic or Latino,205
2020,01029,01,029,2,Not Hispanic or Latino,7408
2020,01031,01,031,1,Hispanic or Latino,2289
2020,01031,01,031,1,Not Hispanic or Latino,23956
2020,01031,01,031,2,Hispanic or Latino,2134
2020,01031,01,031,2,Not Hispanic or Latino,24851
2020,01033,01,033,1,Hispanic or Latino,920
2020,01033,01,033,1,Not Hispanic or Latino,25618
2020,01033,01,033,2,Hispanic or Latino,843
2020,01033,01,033,2,Not Hispanic or Latino,28030
2020,01035,01,035,1,Hispanic or Latino,156
