year,fips,stateFips,countyFips,sex,age,pop
2003,01001,01,001,1,0,1528
2003,01001,01,001,1,5,1831
2003,01001,01,001,1,10,2158
2003,01001,01,001,1,15,1856
2003,01001,01,001,1,20,1278
2003,01001,01,001,1,25,1236
2003,01001,01,001,1,30,1537
2003,01001,01,001,1,35,1914
2003,01001,01,001,1,40,1975
2003,01001,01,001,1,45,1677
2003,01001,01,001,1,50,1406
2003,01001,01,001,1,55,1251
2003,01001,01,001,1,60,1017
2003,01001,01,001,1,65,828
2003,01001,01,001,1,70,593
2003,01001,01,001,1,75,366
2003,01001,01,001,1,80,196
2003,01001,01,001,1,85,113
2003,01001,01,001,2,0,1664
2003,01001,01,001,2,5,1799
2003,01001,01,001,2,10,1914
2003,01001,01,001,2,15,1722
2003,01001,01,001,2,20,1320
2003,01001,01,001,2,25,1314
2003,01001,01,001,2,30,1650
2003,01001,01,001,2,35,2004
2003,01001,01,001,2,40,2083
2003,01001,01,001,2,45,1785
2003,01001,01,001,2,50,1434
2003,01001,01,001,2,55,1322
2003,01001,01,001,2,60,1131
2003,01001,01,001,2,65,931
2003,01001,01,001,2,70,701
2003,01001,01,001,2,75,553
2003,01001,01,001,2,80,391
2003,01001,01,001,2,85,322
2003,01003,01,003,1,0,4610
2003,01003,01,003,1,5,4758
2003,01003,01,003,1,10,5566
2003,01003,01,003,1,15,5210
2003,01003,01,003,1,20,4166
2003,01003,01,003,1,25,3880
2003,01003,01,003,1,30,4698
2003,01003,01,003,1,35,4915
2003,01003,01,003,1,40,5769
2003,01003,01,003,1,45,5636
2003,01003,01,003,1,50,5082
2003,01003,01,003,1,55,4775
2003,01003,01,003,1,60,4094
2003,01003,01,003,1,65,3597
2003,01003,01,003,1,70,3019
2003,01003,01,003,1,75,2249
2003,01003,01,003,1,80,1410
2003,01003,01,003,1,85,768
2003,01003,01,003,2,0,4482
2003,01003,01,003,2,5,4749
2003,01003,01,003,2,10,5212
2003,01003,01,003,2,15,4856
2003,01003,01,003,2,20,4031
2003,01003,01,003,2,25,3831
2003,01003,01,003,2,30,4793
2003,01003,01,003,2,35,5270
2003,01003,01,003,2,40,5978
2003,01003,01,003,2,45,6021
2003,01003,01,003,2,50,5331
2003,01003,01,003,2,55,5218
2003,01003,01,003,2,60,4465
2003,01003,01,003,2,65,3763
2003,01003,01,003,2,70,3145
2003,01003,01,003,2,75,2634
2003,01003,01,003,2,80,1903
2003,01003,01,003,2,85,1625
2003,01005,01,005,1,0,891
2003,01005,01,005,1,5,926
2003,01005,01,005,1,10,1061
2003,01005,01,005,1,15,1036
2003,01005,01,005,1,20,1225
2003,01005,01,005,1,25,1190
2003,01005,01,005,1,30,1231
2003,01005,01,005,1,35,1220
2003,01005,01,005,1,40,1191
2003,01005,01,005,1,45,1113
2003,01005,01,005,1,50,1026
2003,01005,01,005,1,55,855
2003,01005,01,005,1,60,599
2003,01005,01,005,1,65,461
2003,01005,01,005,1,70,418
2003,01005,01,005,1,75,306
2003,01005,01,005,1,80,159
