year,fips,stateFips,countyFips,sex,ethnicity,pop
1995,01001,01,001,1,Hispanic or Latino,170
1995,01001,01,001,1,Not Hispanic or Latino,18847
1995,01001,01,001,2,Hispanic or Latino,162
1995,01001,01,001,2,Not Hispanic or Latino,19933
1995,01003,01,003,1,Hispanic or Latino,803
1995,01003,01,003,1,Not Hispanic or Latino,58280
1995,01003,01,003,2,Hispanic or Latino,749
1995,01003,01,003,2,Not Hispanic or Latino,61064
1995,01005,01,005,1,Hispanic or Latino,103
1995,01005,01,005,1,Not Hispanic or Latino,13881
1995,01005,01,005,2,Hispanic or Latino,63
1995,01005,01,005,2,Not Hispanic or Latino,13807
1995,01007,01,007,1,Hispanic or Latino,34
1995,01007,01,007,1,Not Hispanic or Latino,9272
1995,01007,01,007,2,Hispanic or Latino,23
1995,01007,01,007,2,Not Hispanic or Latino,9178
1995,01009,01,009,1,Hispanic or Latino,525
1995,01009,01,009,1,Not Hispanic or Latino,21192
1995,01009,01,009,2,Hispanic or Latino,306
1995,01009,01,009,2,Not Hispanic or Latino,22037
1995,01011,01,011,1,Hispanic or Latino,43
1995,01011,01,011,1,Not Hispanic or Latino,5740
1995,01011,01,011,2,Hispanic or Latino,29
1995,01011,01,011,2,Not Hispanic or Latino,5619
1995,01013,01,013,1,Hispanic or Latino,20
1995,01013,01,013,1,Not Hispanic or Latino,10179
1995,01013,01,013,2,Hispanic or Latino,33
1995,01013,01,013,2,Not Hispanic or Latino,11592
1995,01015,01,015,1,Hispanic or Latino,850
1995,01015,01,015,1,Not Hispanic or Latino,55570
1995,01015,01,015,2,Hispanic or Latino,657
1995,01015,01,015,2,Not Hispanic or Latino,59713
1995,01017,01,017,1,Hispanic or Latino,60
1995,01017,01,017,1,Not Hispanic or Latino,17503
1995,01017,01,017,2,Hispanic or Latino,61
1995,01017,01,017,2,Not Hispanic or Latino,19555
1995,01019,01,019,1,Hispanic or Latino,47
1995,01019,01,019,1,Not Hispanic or Latino,10691
1995,01019,01,019,2,Hispanic or Latino,34
1995,01019,01,019,2,Not Hispanic or Latino,11099
1995,01021,01,021,1,Hispanic or Latino,173
1995,01021,01,021,1,Not Hispanic or Latino,17183
1995,01021,01,021,2,Hispanic or Latino,139
1995,01021,01,021,2,Not Hispanic or Latino,18042
1995,01023,01,023,1,Hispanic or Latino,21
1995,01023,01,023,1,Not Hispanic or Latino,7624
1995,01023,01,023,2,Hispanic or Latino,20
1995,01023,01,023,2,Not Hispanic or Latino,8530
1995,01025,01,025,1,Hispanic or Latino,40
1995,01025,01,025,1,Not Hispanic or Latino,13025
1995,01025,01,025,2,Hispanic or Latino,52
1995,01025,01,025,2,Not Hispanic or Latino,14338
1995,01027,01,027,1,Hispanic or Latino,27
1995,01027,01,027,1,Not Hispanic or Latino,6541
1995,01027,01,027,2,Hispanic or Latino,22
1995,01027,01,027,2,Not Hispanic or Latino,7000
1995,01029,01,029,1,Hispanic or Latino,40
1995,01029,01,029,1,Not Hispanic or Latino,6438
1995,01029,01,029,2,Hispanic or Latino,20
1995,01029,01,029,2,Not Hispanic or Latino,6582
1995,01031,01,031,1,Hispanic or Latino,379
1995,01031,01,031,1,Not Hispanic or Latino,20728
1995,01031,01,031,2,Hispanic or Latino,313
1995,01031,01,031,2,Not Hispanic or Latino,21754
1995,01033,01,033,1,Hispanic or Latino,142
1995,01033,01,033,1,Not Hispanic or Latino,25610
1995,01033,01,033,2,Hispanic or Latino,137
1995,01033,01,033,2,Not Hispanic or Latino,27813
1995,01035,01,035,1,Hispanic or Latino,22
1995,01035,01,035,1,Not Hispanic or Latino,6743
1995,01035,01,035,2,Hispanic or Latino,17
1995,01035,01,035,2,Not Hispanic or Latino,7540
1995,01037,01,037,1,Hispanic or Latino,6
1995,01037,01,037,1,Not Hispanic or Latino,5965
1995,01037,01,037,2,Hispanic or Latino,11
1995,01037,01,037,2,Not Hispanic or Latino,5970
1995,01039,01,039,1,Hispanic or Latino,78
1995,01039,01,039,1,Not Hispanic or Latino,17776
1995,01039,01,039,2,Hispanic or Latino,65
1995,01039,01,039,2,Not Hispanic or Latino,19570
1995,01041,01,041,1,Hispanic or Latino,11
1995,01041,01,041,1,Not Hispanic or Latino,6405
1995,01041,01,041,2,Hispanic or Latino,11
1995,01041,01,041,2,Not Hispanic or Latino,7158
1995,01043,01,043,1,Hispanic or Latino,377
1995,01043,01,043,1,Not Hispanic or Latino,35358
1995,01043,01,043,2,Hispanic or Latino,268
1995,01043,01,043,2,Not Hispanic or Latino,37034
1995,01045,01,045,1,Hispanic or Latino,654
1995,01045,01,045,1,Not Hispanic or Latino,24275
1995,01045,01,045,2,Hispanic or Latino,641
1995,01045,01,045,2,Not Hispanic or Latino,24733
1995,01047,01,047,1,Hispanic or Latino,50
1995,01047,01,047,1,Not Hispanic or Latino,21681
1995,01047,01,047,2,Hispanic or Latino,74
1995,01047,01,047,2,Not Hispanic or Latino,25901
1995,01049,01,049,1,Hispanic or Latino,501
1995,01049,01,049,1,Not Hispanic or Latino,28460
1995,01049,01,049,2,Hispanic or Latino,347
1995,01049,01,049,2,Not Hispanic or Latino,30471
1995,01051,01,051,1,Hispanic or Latino,241
1995,01051,01,051,1,Not Hispanic or Latino,28873
1995,01051,01,051,2,Hispanic or Latino,189
1995,01051,01,051,2,Not Hispanic or Latino,28099
1995,01053,01,053,1,Hispanic or Latino,111
1995,01053,01,053,1,Not Hispanic or Latino,18357
1995,01053,01,053,2,Hispanic or Latino,89
1995,01053,01,053,2,Not Hispanic or Latino,18569
1995,01055,01,055,1,Hispanic or Latino,368
1995,01055,01,055,1,Not Hispanic or Latino,48259
1995,01055,01,055,2,Hispanic or Latino,308
1995,01055,01,055,2,Not Hispanic or Latino,53407
1995,01057,01,057,1,Hispanic or Latino,50
1995,01057,01,057,1,Not Hispanic or Latino,8705
1995,01057,01,057,2,Hispanic or Latino,21
1995,01057,01,057,2,Not Hispanic or Latino,9456
1995,01059,01,059,1,Hispanic or Latino,272
1995,01059,01,059,1,Not Hispanic or Latino,14116
1995,01059,01,059,2,Hispanic or Latino,199
1995,01059,01,059,2,Not Hispanic or Latino,15362
1995,01061,01,061,1,Hispanic or Latino,127
1995,01061,01,061,1,Not Hispanic or Latino,11959
1995,01061,01,061,2,Hispanic or Latino,79
1995,01061,01,061,2,Not Hispanic or Latino,12810
1995,01063,01,063,1,Hispanic or Latino,4
1995,01063,01,063,1,Not Hispanic or Latino,4681
1995,01063,01,063,2,Hispanic or Latino,8
1995,01063,01,063,2,Not Hispanic or Latino,5389
1995,01065,01,065,1,Hispanic or Latino,26
1995,01065,01,065,1,Not Hispanic or Latino,7615
1995,01065,01,065,2,Hispanic or Latino,23
1995,01065,01,065,2,Not Hispanic or Latino,8615
1995,01067,01,067,1,Hispanic or Latino,49
1995,01067,01,067,1,Not Hispanic or Latino,7463
1995,01067,01,067,2,Hispanic or Latino,46
1995,01067,01,067,2,Not Hispanic or Latino,8317
1995,01069,01,069,1,Hispanic or Latino,316
1995,01069,01,069,1,Not Hispanic or Latino,40069
1995,01069,01,069,2,Hispanic or Latino,328
1995,01069,01,069,2,Not Hispanic or Latino,44309
1995,01071,01,071,1,Hispanic or Latino,162
1995,01071,01,071,1,Not Hispanic or Latino,24547
1995,01071,01,071,2,Hispanic or Latino,127
1995,01071,01,071,2,Not Hispanic or Latino,26112
1995,01073,01,073,1,Hispanic or Latino,2801
1995,01073,01,073,1,Not Hispanic or Latino,309656
1995,01073,01,073,2,Hispanic or Latino,2313
1995,01073,01,073,2,Not Hispanic or Latino,351336
1995,01075,01,075,1,Hispanic or Latino,38
1995,01075,01,075,1,Not Hispanic or Latino,7536
1995,01075,01,075,2,Hispanic or Latino,40
1995,01075,01,075,2,Not Hispanic or Latino,8170
1995,01077,01,077,1,Hispanic or Latino,250
1995,01077,01,077,1,Not Hispanic or Latino,40489
1995,01077,01,077,2,Hispanic or Latino,238
1995,01077,01,077,2,Not Hispanic or Latino,44283
1995,01079,01,079,1,Hispanic or Latino,89
1995,01079,01,079,1,Not Hispanic or Latino,16208
1995,01079,01,079,2,Hispanic or Latino,76
1995,01079,01,079,2,Not Hispanic or Latino,16804
1995,01081,01,081,1,Hispanic or Latino,477
1995,01081,01,081,1,Not Hispanic or Latino,48652
1995,01081,01,081,2,Hispanic or Latino,389
1995,01081,01,081,2,Not Hispanic or Latino,49868
1995,01083,01,083,1,Hispanic or Latino,390
1995,01083,01,083,1,Not Hispanic or Latino,29819
1995,01083,01,083,2,Hispanic or Latino,240
1995,01083,01,083,2,Not Hispanic or Latino,29627
1995,01085,01,085,1,Hispanic or Latino,17
1995,01085,01,085,1,Not Hispanic or Latino,6082
1995,01085,01,085,2,Hispanic or Latino,13
1995,01085,01,085,2,Not Hispanic or Latino,6980
1995,01087,01,087,1,Hispanic or Latino,37
1995,01087,01,087,1,Not Hispanic or Latino,11121
1995,01087,01,087,2,Hispanic or Latino,33
1995,01087,01,087,2,Not Hispanic or Latino,12959
1995,01089,01,089,1,Hispanic or Latino,2034
1995,01089,01,089,1,Not Hispanic or Latino,128084
1995,01089,01,089,2,Hispanic or Latino,1798
1995,01089,01,089,2,Not Hispanic or Latino,133579
1995,01091,01,091,1,Hispanic or Latino,33
1995,01091,01,091,1,Not Hispanic or Latino,10858
1995,01091,01,091,2,Hispanic or Latino,39
1995,01091,01,091,2,Not Hispanic or Latino,12187
1995,01093,01,093,1,Hispanic or Latino,52
1995,01093,01,093,1,Not Hispanic or Latino,15141
1995,01093,01,093,2,Hispanic or Latino,62
1995,01093,01,093,2,Not Hispanic or Latino,15665
1995,01095,01,095,1,Hispanic or Latino,612
1995,01095,01,095,1,Not Hispanic or Latino,37291
1995,01095,01,095,2,Hispanic or Latino,532
