year,fips,stateFips,countyFips,sex,age,pop
1984,01001,01,001,1,0,1333
1984,01001,01,001,1,5,1396
1984,01001,01,001,1,10,1578
1984,01001,01,001,1,15,1513
1984,01001,01,001,1,20,1261
1984,01001,01,001,1,25,1227
1984,01001,01,001,1,30,1148
1984,01001,01,001,1,35,1140
1984,01001,01,001,1,40,1012
1984,01001,01,001,1,45,899
1984,01001,01,001,1,50,762
1984,01001,01,001,1,55,682
1984,01001,01,001,1,60,582
1984,01001,01,001,1,65,467
1984,01001,01,001,1,70,340
1984,01001,01,001,1,75,218
1984,01001,01,001,1,80,106
1984,01001,01,001,1,85,57
1984,01001,01,001,2,0,1208
1984,01001,01,001,2,5,1271
1984,01001,01,001,2,10,1406
1984,01001,01,001,2,15,1454
1984,01001,01,001,2,20,1326
1984,01001,01,001,2,25,1292
1984,01001,01,001,2,30,1264
1984,01001,01,001,2,35,1261
1984,01001,01,001,2,40,1073
1984,01001,01,001,2,45,894
1984,01001,01,001,2,50,795
1984,01001,01,001,2,55,732
1984,01001,01,001,2,60,650
1984,01001,01,001,2,65,550
1984,01001,01,001,2,70,478
1984,01001,01,001,2,75,363
1984,01001,01,001,2,80,225
1984,01001,01,001,2,85,167
1984,01003,01,003,1,0,3282
1984,01003,01,003,1,5,3369
1984,01003,01,003,1,10,3613
1984,01003,01,003,1,15,3535
1984,01003,01,003,1,20,3084
1984,01003,01,003,1,25,3208
1984,01003,01,003,1,30,3061
1984,01003,01,003,1,35,2920
1984,01003,01,003,1,40,2550
1984,01003,01,003,1,45,2181
1984,01003,01,003,1,50,2009
1984,01003,01,003,1,55,2079
1984,01003,01,003,1,60,2138
1984,01003,01,003,1,65,1906
1984,01003,01,003,1,70,1571
1984,01003,01,003,1,75,972
1984,01003,01,003,1,80,486
1984,01003,01,003,1,85,270
1984,01003,01,003,2,0,3178
1984,01003,01,003,2,5,3101
1984,01003,01,003,2,10,3415
1984,01003,01,003,2,15,3368
1984,01003,01,003,2,20,3168
1984,01003,01,003,2,25,3430
1984,01003,01,003,2,30,3198
1984,01003,01,003,2,35,3103
1984,01003,01,003,2,40,2577
1984,01003,01,003,2,45,2268
1984,01003,01,003,2,50,2196
1984,01003,01,003,2,55,2357
1984,01003,01,003,2,60,2423
1984,01003,01,003,2,65,2182
1984,01003,01,003,2,70,1826
1984,01003,01,003,2,75,1343
1984,01003,01,003,2,80,794
1984,01003,01,003,2,85,592
1984,01005,01,005,1,0,1005
1984,01005,01,005,1,5,1070
1984,01005,01,005,1,10,1163
1984,01005,01,005,1,15,1095
1984,01005,01,005,1,20,880
1984,01005,01,005,1,25,899
1984,01005,01,005,1,30,849
1984,01005,01,005,1,35,715
1984,01005,01,005,1,40,636
1984,01005,01,005,1,45,530
1984,01005,01,005,1,50,522
1984,01005,01,005,1,55,533
1984,01005,01,005,1,60,557
1984,01005,01,005,1,65,476
1984,01005,01,005,1,70,382
1984,01005,01,005,1,75,279
1984,01005,01,005,1,80,121
1984,01005,01,005,1,85,78
1984,01005,01,005,2,0,925
1984,01005,01,005,2,5,996
1984,01005,01,005,2,10,1062
1984,01005,01,005,2,15,1071
1984,01005,01,005,2,20,967
1984,01005,01,005,2,25,979
1984,01005,01,005,2,30,894
1984,01005,01,005,2,35,807
1984,01005,01,005,2,40,691
1984,01005,01,005,2,45,612
1984,01005,01,005,2,50,605
1984,01005,01,005,2,55,692
1984,01005,01,005,2,60,701
1984,01005,01,005,2,65,636
1984,01005,01,005,2,70,593
1984,01005,01,005,2,75,453
1984,01005,01,005,2,80,275
1984,01005,01,005,2,85,205
1984,01007,01,007,1,0,604
1984,01007,01,007,1,5,688
1984,01007,01,007,1,10,751
1984,01007,01,007,1,15,719
1984,01007,01,007,1,20,672
1984,01007,01,007,1,25,658
1984,01007,01,007,1,30,546
1984,01007,01,007,1,35,551
1984,01007,01,007,1,40,424
1984,01007,01,007,1,45,394
1984,01007,01,007,1,50,343
1984,01007,01,007,1,55,347
1984,01007,01,007,1,60,317
1984,01007,01,007,1,65,264
1984,01007,01,007,1,70,238
1984,01007,01,007,1,75,175
1984,01007,01,007,1,80,91
1984,01007,01,007,1,85,53
1984,01007,01,007,2,0,619
1984,01007,01,007,2,5,609
1984,01007,01,007,2,10,705
1984,01007,01,007,2,15,695
1984,01007,01,007,2,20,670
1984,01007,01,007,2,25,615
1984,01007,01,007,2,30,552
1984,01007,01,007,2,35,541
1984,01007,01,007,2,40,449
1984,01007,01,007,2,45,411
1984,01007,01,007,2,50,365
1984,01007,01,007,2,55,404
1984,01007,01,007,2,60,363
1984,01007,01,007,2,65,372
1984,01007,01,007,2,70,328
1984,01007,01,007,2,75,277
1984,01007,01,007,2,80,156
1984,01007,01,007,2,85,124
1984,01009,01,009,1,0,1315
1984,01009,01,009,1,5,1338
1984,01009,01,009,1,10,1550
1984,01009,01,009,1,15,1543
1984,01009,01,009,1,20,1480
1984,01009,01,009,1,25,1465
1984,01009,01,009,1,30,1357
1984,01009,01,009,1,35,1330
1984,01009,01,009,1,40,1156
1984,01009,01,009,1,45,998
1984,01009,01,009,1,50,945
1984,01009,01,009,1,55,863
1984,01009,01,009,1,60,823
1984,01009,01,009,1,65,692
1984,01009,01,009,1,70,566
1984,01009,01,009,1,75,386
1984,01009,01,009,1,80,184
1984,01009,01,009,1,85,103
1984,01009,01,009,2,0,1264
1984,01009,01,009,2,5,1317
1984,01009,01,009,2,10,1440
1984,01009,01,009,2,15,1426
1984,01009,01,009,2,20,1402
1984,01009,01,009,2,25,1439
1984,01009,01,009,2,30,1382
1984,01009,01,009,2,35,1369
1984,01009,01,009,2,40,1165
1984,01009,01,009,2,45,1020
1984,01009,01,009,2,50,975
1984,01009,01,009,2,55,953
1984,01009,01,009,2,60,915
1984,01009,01,009,2,65,776
1984,01009,01,009,2,70,760
1984,01009,01,009,2,75,542
1984,01009,01,009,2,80,326
1984,01009,01,009,2,85,225
1984,01011,01,011,1,0,441
1984,01011,01,011,1,5,473
1984,01011,01,011,1,10,477
1984,01011,01,011,1,15,462
1984,01011,01,011,1,20,399
1984,01011,01,011,1,25,420
1984,01011,01,011,1,30,369
1984,01011,01,011,1,35,327
1984,01011,01,011,1,40,234
1984,01011,01,011,1,45,209
1984,01011,01,011,1,50,180
1984,01011,01,011,1,55,205
1984,01011,01,011,1,60,221
1984,01011,01,011,1,65,220
1984,01011,01,011,1,70,196
1984,01011,01,011,1,75,131
1984,01011,01,011,1,80,70
1984,01011,01,011,1,85,51
1984,01011,01,011,2,0,475
1984,01011,01,011,2,5,461
1984,01011,01,011,2,10,481
1984,01011,01,011,2,15,481
1984,01011,01,011,2,20,421
1984,01011,01,011,2,25,413
1984,01011,01,011,2,30,362
1984,01011,01,011,2,35,311
1984,01011,01,011,2,40,240
1984,01011,01,011,2,45,254
1984,01011,01,011,2,50,224
1984,01011,01,011,2,55,279
1984,01011,01,011,2,60,278
1984,01011,01,011,2,65,311
1984,01011,01,011,2,70,287
1984,01011,01,011,2,75,224
1984,01011,01,011,2,80,123
1984,01011,01,011,2,85,113
1984,01013,01,013,1,0,906
1984,01013,01,013,1,5,966
1984,01013,01,013,1,10,960
1984,01013,01,013,1,15,905
1984,01013,01,013,1,20,741
1984,01013,01,013,1,25,744
1984,01013,01,013,1,30,720
1984,01013,01,013,1,35,626
1984,01013,01,013,1,40,514
1984,01013,01,013,1,45,487
1984,01013,01,013,1,50,477
1984,01013,01,013,1,55,484
1984,01013,01,013,1,60,531
1984,01013,01,013,1,65,434
1984,01013,01,013,1,70,407
1984,01013,01,013,1,75,293
1984,01013,01,013,1,80,148
1984,01013,01,013,1,85,116
1984,01013,01,013,2,0,911
1984,01013,01,013,2,5,910
1984,01013,01,013,2,10,964
1984,01013,01,013,2,15,922
1984,01013,01,013,2,20,844
1984,01013,01,013,2,25,855
1984,01013,01,013,2,30,741
1984,01013,01,013,2,35,671
1984,01013,01,013,2,40,573
1984,01013,01,013,2,45,533
1984,01013,01,013,2,50,534
1984,01013,01,013,2,55,614
1984,01013,01,013,2,60,657
1984,01013,01,013,2,65,625
1984,01013,01,013,2,70,588
1984,01013,01,013,2,75,488
1984,01013,01,013,2,80,304
1984,01013,01,013,2,85,247
1984,01015,01,015,1,0,4334
1984,01015,01,015,1,5,4272
1984,01015,01,015,1,10,4894
1984,01015,01,015,1,15,6253
1984,01015,01,015,1,20,6916
1984,01015,01,015,1,25,5211
1984,01015,01,015,1,30,4544
1984,01015,01,015,1,35,3987
1984,01015,01,015,1,40,3282
1984,01015,01,015,1,45,2859
1984,01015,01,015,1,50,2666
1984,01015,01,015,1,55,2622
1984,01015,01,015,1,60,2399
1984,01015,01,015,1,65,1921
1984,01015,01,015,1,70,1499
1984,01015,01,015,1,75,931
1984,01015,01,015,1,80,463
1984,01015,01,015,1,85,275
1984,01015,01,015,2,0,4163
1984,01015,01,015,2,5,4146
1984,01015,01,015,2,10,4606
1984,01015,01,015,2,15,5428
1984,01015,01,015,2,20,6449
1984,01015,01,015,2,25,5247
1984,01015,01,015,2,30,4648
1984,01015,01,015,2,35,4131
1984,01015,01,015,2,40,3394
1984,01015,01,015,2,45,3071
1984,01015,01,015,2,50,2999
1984,01015,01,015,2,55,3128
1984,01015,01,015,2,60,2972
1984,01015,01,015,2,65,2540
1984,01015,01,015,2,70,2218
1984,01015,01,015,2,75,1617
1984,01015,01,015,2,80,952
1984,01015,01,015,2,85,701
1984,01017,01,017,1,0,1428
1984,01017,01,017,1,5,1463
1984,01017,01,017,1,10,1708
1984,01017,01,017,1,15,1601
1984,01017,01,017,1,20,1498
1984,01017,01,017,1,25,1445
1984,01017,01,017,1,30,1284
1984,01017,01,017,1,35,1158
1984,01017,01,017,1,40,963
1984,01017,01,017,1,45,893
1984,01017,01,017,1,50,852
1984,01017,01,017,1,55,877
1984,01017,01,017,1,60,905
1984,01017,01,017,1,65,793
1984,01017,01,017,1,70,697
1984,01017,01,017,1,75,473
1984,01017,01,017,1,80,241
1984,01017,01,017,1,85,137
1984,01017,01,017,2,0,1328
1984,01017,01,017,2,5,1489
1984,01017,01,017,2,10,1538
1984,01017,01,017,2,15,1587
1984,01017,01,017,2,20,1561
1984,01017,01,017,2,25,1493
1984,01017,01,017,2,30,1402
1984,01017,01,017,2,35,1222
1984,01017,01,017,2,40,1018
1984,01017,01,017,2,45,1004
1984,01017,01,017,2,50,963
1984,01017,01,017,2,55,1148
1984,01017,01,017,2,60,1173
1984,01017,01,017,2,65,1101
1984,01017,01,017,2,70,1044
1984,01017,01,017,2,75,774
1984,01017,01,017,2,80,470
1984,01017,01,017,2,85,340
1984,01019,01,019,1,0,658
1984,01019,01,019,1,5,671
1984,01019,01,019,1,10,788
1984,01019,01,019,1,15,773
1984,01019,01,019,1,20,801
1984,01019,01,019,1,25,712
1984,01019,01,019,1,30,694
1984,01019,01,019,1,35,618
1984,01019,01,019,1,40,594
1984,01019,01,019,1,45,505
1984,01019,01,019,1,50,477
1984,01019,01,019,1,55,488
1984,01019,01,019,1,60,471
1984,01019,01,019,1,65,406
1984,01019,01,019,1,70,320
1984,01019,01,019,1,75,207
1984,01019,01,019,1,80,95
1984,01019,01,019,1,85,58
1984,01019,01,019,2,0,598
1984,01019,01,019,2,5,645
1984,01019,01,019,2,10,701
1984,01019,01,019,2,15,695
1984,01019,01,019,2,20,752
1984,01019,01,019,2,25,703
1984,01019,01,019,2,30,679
1984,01019,01,019,2,35,657
1984,01019,01,019,2,40,599
1984,01019,01,019,2,45,536
1984,01019,01,019,2,50,513
1984,01019,01,019,2,55,555
1984,01019,01,019,2,60,546
1984,01019,01,019,2,65,462
1984,01019,01,019,2,70,412
1984,01019,01,019,2,75,300
1984,01019,01,019,2,80,174
1984,01019,01,019,2,85,123
1984,01021,01,021,1,0,1169
1984,01021,01,021,1,5,1188
1984,01021,01,021,1,10,1258
1984,01021,01,021,1,15,1275
1984,01021,01,021,1,20,1256
1984,01021,01,021,1,25,1223
1984,01021,01,021,1,30,1124
1984,01021,01,021,1,35,1031
1984,01021,01,021,1,40,898
1984,01021,01,021,1,45,800
1984,01021,01,021,1,50,736
1984,01021,01,021,1,55,739
