year,fips,stateFips,countyFips,sex,age,pop
1983,01001,01,001,1,0,1343
1983,01001,01,001,1,5,1398
1983,01001,01,001,1,10,1613
1983,01001,01,001,1,15,1564
1983,01001,01,001,1,20,1273
1983,01001,01,001,1,25,1197
1983,01001,01,001,1,30,1121
1983,01001,01,001,1,35,1115
1983,01001,01,001,1,40,1000
1983,01001,01,001,1,45,899
1983,01001,01,001,1,50,754
1983,01001,01,001,1,55,669
1983,01001,01,001,1,60,578
1983,01001,01,001,1,65,467
1983,01001,01,001,1,70,338
1983,01001,01,001,1,75,210
1983,01001,01,001,1,80,101
1983,01001,01,001,1,85,56
1983,01001,01,001,2,0,1211
1983,01001,01,001,2,5,1272
1983,01001,01,001,2,10,1441
1983,01001,01,001,2,15,1499
1983,01001,01,001,2,20,1352
1983,01001,01,001,2,25,1260
1983,01001,01,001,2,30,1237
1983,01001,01,001,2,35,1234
1983,01001,01,001,2,40,1059
1983,01001,01,001,2,45,887
1983,01001,01,001,2,50,785
1983,01001,01,001,2,55,720
1983,01001,01,001,2,60,646
1983,01001,01,001,2,65,553
1983,01001,01,001,2,70,475
1983,01001,01,001,2,75,356
1983,01001,01,001,2,80,215
1983,01001,01,001,2,85,159
1983,01003,01,003,1,0,3240
1983,01003,01,003,1,5,3291
1983,01003,01,003,1,10,3575
1983,01003,01,003,1,15,3548
1983,01003,01,003,1,20,3044
1983,01003,01,003,1,25,3091
1983,01003,01,003,1,30,2942
1983,01003,01,003,1,35,2742
1983,01003,01,003,1,40,2411
1983,01003,01,003,1,45,2085
1983,01003,01,003,1,50,1949
1983,01003,01,003,1,55,1997
1983,01003,01,003,1,60,2051
1983,01003,01,003,1,65,1817
1983,01003,01,003,1,70,1507
1983,01003,01,003,1,75,909
1983,01003,01,003,1,80,455
1983,01003,01,003,1,85,252
1983,01003,01,003,2,0,3136
1983,01003,01,003,2,5,3031
1983,01003,01,003,2,10,3396
1983,01003,01,003,2,15,3379
1983,01003,01,003,2,20,3135
1983,01003,01,003,2,25,3295
1983,01003,01,003,2,30,3056
1983,01003,01,003,2,35,2911
1983,01003,01,003,2,40,2444
1983,01003,01,003,2,45,2153
1983,01003,01,003,2,50,2137
1983,01003,01,003,2,55,2297
1983,01003,01,003,2,60,2315
1983,01003,01,003,2,65,2100
1983,01003,01,003,2,70,1745
1983,01003,01,003,2,75,1254
