year,fips,stateFips,countyFips,sex,age,pop
1989,01001,01,001,1,0,1382
1989,01001,01,001,1,5,1457
1989,01001,01,001,1,10,1512
1989,01001,01,001,1,15,1486
1989,01001,01,001,1,20,1113
1989,01001,01,001,1,25,1314
1989,01001,01,001,1,30,1360
1989,01001,01,001,1,35,1225
1989,01001,01,001,1,40,1172
1989,01001,01,001,1,45,979
1989,01001,01,001,1,50,888
1989,01001,01,001,1,55,744
1989,01001,01,001,1,60,617
1989,01001,01,001,1,65,506
1989,01001,01,001,1,70,350
1989,01001,01,001,1,75,252
1989,01001,01,001,1,80,145
1989,01001,01,001,1,85,63
1989,01001,01,001,2,0,1300
1989,01001,01,001,2,5,1340
1989,01001,01,001,2,10,1337
1989,01001,01,001,2,15,1445
1989,01001,01,001,2,20,1119
1989,01001,01,001,2,25,1390
1989,01001,01,001,2,30,1480
1989,01001,01,001,2,35,1341
1989,01001,01,001,2,40,1252
1989,01001,01,001,2,45,1011
1989,01001,01,001,2,50,935
1989,01001,01,001,2,55,792
1989,01001,01,001,2,60,693
1989,01001,01,001,2,65,590
1989,01001,01,001,2,70,499
1989,01001,01,001,2,75,402
1989,01001,01,001,2,80,283
1989,01001,01,001,2,85,222
1989,01003,01,003,1,0,3431
1989,01003,01,003,1,5,3642
1989,01003,01,003,1,10,3701
1989,01003,01,003,1,15,3714
1989,01003,01,003,1,20,2734
1989,01003,01,003,1,25,3316
1989,01003,01,003,1,30,3551
1989,01003,01,003,1,35,3423
1989,01003,01,003,1,40,3286
1989,01003,01,003,1,45,2648
1989,01003,01,003,1,50,2341
1989,01003,01,003,1,55,2293
1989,01003,01,003,1,60,2400
1989,01003,01,003,1,65,2323
1989,01003,01,003,1,70,1761
1989,01003,01,003,1,75,1188
1989,01003,01,003,1,80,641
1989,01003,01,003,1,85,341
1989,01003,01,003,2,0,3333
1989,01003,01,003,2,5,3343
1989,01003,01,003,2,10,3450
1989,01003,01,003,2,15,3515
1989,01003,01,003,2,20,2808
1989,01003,01,003,2,25,3618
1989,01003,01,003,2,30,3847
1989,01003,01,003,2,35,3638
1989,01003,01,003,2,40,3254
1989,01003,01,003,2,45,2854
1989,01003,01,003,2,50,2538
1989,01003,01,003,2,55,2437
1989,01003,01,003,2,60,2753
1989,01003,01,003,2,65,2593
1989,01003,01,003,2,70,2053
1989,01003,01,003,2,75,1630
1989,01003,01,003,2,80,1064
1989,01003,01,003,2,85,741
1989,01005,01,005,1,0,987
1989,01005,01,005,1,5,1088
1989,01005,01,005,1,10,1074
1989,01005,01,005,1,15,1101
1989,01005,01,005,1,20,792
1989,01005,01,005,1,25,910
1989,01005,01,005,1,30,894
1989,01005,01,005,1,35,859
1989,01005,01,005,1,40,806
1989,01005,01,005,1,45,589
1989,01005,01,005,1,50,502
1989,01005,01,005,1,55,507
1989,01005,01,005,1,60,510
1989,01005,01,005,1,65,473
1989,01005,01,005,1,70,382
1989,01005,01,005,1,75,312
1989,01005,01,005,1,80,155
1989,01005,01,005,1,85,81
1989,01005,01,005,2,0,930
1989,01005,01,005,2,5,1071
1989,01005,01,005,2,10,1003
1989,01005,01,005,2,15,1019
1989,01005,01,005,2,20,850
1989,01005,01,005,2,25,976
1989,01005,01,005,2,30,904
