year,fips,stateFips,countyFips,sex,age,pop
1986,01001,01,001,1,0,1343
1986,01001,01,001,1,5,1444
1986,01001,01,001,1,10,1509
1986,01001,01,001,1,15,1505
1986,01001,01,001,1,20,1219
1986,01001,01,001,1,25,1299
1986,01001,01,001,1,30,1239
1986,01001,01,001,1,35,1220
1986,01001,01,001,1,40,1031
1986,01001,01,001,1,45,910
1986,01001,01,001,1,50,801
1986,01001,01,001,1,55,713
1986,01001,01,001,1,60,595
1986,01001,01,001,1,65,483
1986,01001,01,001,1,70,341
1986,01001,01,001,1,75,231
1986,01001,01,001,1,80,120
1986,01001,01,001,1,85,58
1986,01001,01,001,2,0,1235
1986,01001,01,001,2,5,1320
1986,01001,01,001,2,10,1341
1986,01001,01,001,2,15,1455
1986,01001,01,001,2,20,1261
1986,01001,01,001,2,25,1368
1986,01001,01,001,2,30,1353
1986,01001,01,001,2,35,1346
1986,01001,01,001,2,40,1101
1986,01001,01,001,2,45,917
1986,01001,01,001,2,50,838
1986,01001,01,001,2,55,762
1986,01001,01,001,2,60,670
1986,01001,01,001,2,65,560
1986,01001,01,001,2,70,491
1986,01001,01,001,2,75,376
1986,01001,01,001,2,80,253
1986,01001,01,001,2,85,187
1986,01003,01,003,1,0,3348
1986,01003,01,003,1,5,3559
1986,01003,01,003,1,10,3569
1986,01003,01,003,1,15,3642
1986,01003,01,003,1,20,2999
1986,01003,01,003,1,25,3372
1986,01003,01,003,1,30,3299
1986,01003,01,003,1,35,3277
1986,01003,01,003,1,40,2753
1986,01003,01,003,1,45,2324
1986,01003,01,003,1,50,2127
1986,01003,01,003,1,55,2203
1986,01003,01,003,1,60,2257
1986,01003,01,003,1,65,2092
1986,01003,01,003,1,70,1655
1986,01003,01,003,1,75,1067
1986,01003,01,003,1,80,550
1986,01003,01,003,1,85,300
1986,01003,01,003,2,0,3244
1986,01003,01,003,2,5,3273
1986,01003,01,003,2,10,3357
1986,01003,01,003,2,15,3457
1986,01003,01,003,2,20,3088
1986,01003,01,003,2,25,3632
1986,01003,01,003,2,30,3496
1986,01003,01,003,2,35,3486
1986,01003,01,003,2,40,2760
1986,01003,01,003,2,45,2457
1986,01003,01,003,2,50,2321
